entity_id,qualified_name,entity_kind,declaring_type,package_name,return_or_field_type,semantic_role,architectural_role,domain_relevance,variability_relevance,classification_confidence,name_evidence,declaring_type_evidence,type_signature_evidence,package_evidence,usage_context_evidence,dependency_context_evidence,positive_evidence,negative_evidence,previous_role,role_changed,change_reason
E314,TankManager.tank1Score,FIELD,TankManager,TankManager,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=tank1score,declaring=manager|tank,,package=manager|tank,incoming=3;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:IF:7-57;products=TankWar_P1|TankWar_P5,dependency=add|manager|score|tank|write,name tokens=tank1score,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E315,TankManager$$Record.tank2Score,FIELD,TankManager$$Record,TankManager$$Record,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=tank2score,declaring=manager|record|tank,,package=manager|record|tank,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:IF:7-57;products=TankWar_P3|TankWar_P4,,name tokens=tank2score,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E316,TankManager.tank2Score,FIELD,TankManager,TankManager,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=tank2score,declaring=manager|tank,,package=manager|tank,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:IF:7-57;products=TankWar_P1|TankWar_P5,,name tokens=tank2score,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E317,TankManager$$Record.TankManager$$Record,CONSTRUCTOR,TankManager$$Record,TankManager$$Record,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=manager|record|tank,declaring=manager|record|tank,,package=manager|record|tank,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:IF:26-27;products=TankWar_P3|TankWar_P4,,name tokens=manager|record|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E318,TankManager.TankManager,CONSTRUCTOR,TankManager,TankManager,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=manager|tank,declaring=manager|tank,,package=manager|tank,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:ELIF:28-29;products=TankWar_P1|TankWar_P5,,name tokens=manager|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E319,TankManager$$Record.init,METHOD,TankManager$$Record,TankManager$$Record,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=init,declaring=manager|record|tank,,package=manager|record|tank,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:IF:7-57;products=TankWar_P3|TankWar_P4,dependency=manager|record|tank,name tokens=init,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E320,TankManager.init,METHOD,TankManager,TankManager,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=init,declaring=manager|tank,,package=manager|tank,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:IF:7-57;products=TankWar_P1|TankWar_P5,dependency=manager|record|tank,name tokens=init,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E321,TankManager$$Record.malenkontrolle,METHOD,TankManager$$Record,TankManager$$Record,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=malenkontrolle,declaring=manager|record|tank,,package=manager|record|tank,incoming=0;outgoing=4;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:IF:7-57;products=TankWar_P3|TankWar_P4,dependency=fuer|maler|manager|name|note|pc|re|read|record|tank|vergeben,name tokens=malenkontrolle,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E322,TankManager.malenkontrolle,METHOD,TankManager,TankManager,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=malenkontrolle,declaring=manager|tank,,package=manager|tank,incoming=0;outgoing=4;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:IF:7-57;products=TankWar_P1|TankWar_P5,dependency=fuer|maler|manager|name|note|pc|re|read|record|tank|vergeben,name tokens=malenkontrolle,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E323,TankManager$$Record.addScore,METHOD,TankManager$$Record,TankManager$$Record,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=add|score,declaring=manager|record|tank,,package=manager|record|tank,incoming=0;outgoing=2;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:IF:7-57;products=TankWar_P3|TankWar_P4,dependency=game|id|manager|object|record|tank|tank1score,name tokens=add|score,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E324,TankManager.addScore,METHOD,TankManager,TankManager,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=add|score,declaring=manager|tank,,package=manager|tank,incoming=0;outgoing=2;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:IF:7-57;products=TankWar_P1|TankWar_P5,dependency=game|id|manager|object|tank|tank1score,name tokens=add|score,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E325,TankManager$$Record.writeScore,METHOD,TankManager$$Record,TankManager$$Record,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=score|write,declaring=manager|record|tank,,package=manager|record|tank,incoming=0;outgoing=4;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:IF:7-57;products=TankWar_P3|TankWar_P4,dependency=manager|note|record|tank|tank1score|write,name tokens=score|write,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E326,TankManager.writeScore,METHOD,TankManager,TankManager,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=score|write,declaring=manager|tank,,package=manager|tank,incoming=0;outgoing=4;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset28:IF:7-57;products=TankWar_P1|TankWar_P5,dependency=manager|note|record|tank|tank1score|write,name tokens=score|write,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E327,TankManager$$Feuerkraft,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=feuerkraft|manager|tank,,,,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29:IF:12-13;products=TankWar_P3,,name tokens=feuerkraft|manager|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E328,TankManager$$Feuerkraft,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=feuerkraft|manager|tank,,,,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29:ELIF:14-15;products=TankWar_P5,,name tokens=feuerkraft|manager|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E329,TankManager$$Feuerkraft,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=feuerkraft|manager|tank,,,,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29:ELIF:16-17;products=TankWar_P1,,name tokens=feuerkraft|manager|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E330,TankManager$$Feuerkraft.TankManager$$Feuerkraft,CONSTRUCTOR,TankManager$$Feuerkraft,TankManager$$Feuerkraft,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=feuerkraft|manager|tank,declaring=feuerkraft|manager|tank,,package=feuerkraft|manager|tank,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29:IF:6-26;products=TankWar_P1|TankWar_P3|TankWar_P5,,name tokens=feuerkraft|manager|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E331,TankManager$$Feuerkraft.toolsLaden,METHOD,TankManager$$Feuerkraft,TankManager$$Feuerkraft,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=laden|tools,declaring=feuerkraft|manager|tank,,package=feuerkraft|manager|tank,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29:IF:6-26;products=TankWar_P1|TankWar_P3|TankWar_P5,dependency=init|manager|tank|tool|tools,name tokens=laden|tools,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E332,TankManager$$Tools,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=manager|tank|tools,,,,incoming=4;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=beschleunigung|bombe|einfrieren|manager|tank|war,name tokens=manager|tank|tools,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E333,TankManager$$Tools.toolMenge,FIELD,TankManager$$Tools,TankManager$$Tools,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=menge|tool,declaring=manager|tank|tools,,package=manager|tank|tools,incoming=5;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=init|komponente|malen|manager|remove|tank|tool|tools,name tokens=menge|tool,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E334,TankManager$$Tools.TankManager$$Tools,CONSTRUCTOR,TankManager$$Tools,TankManager$$Tools,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=manager|tank|tools,declaring=manager|tank|tools,,package=manager|tank|tools,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,,name tokens=manager|tank|tools,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E335,TankManager$$Tools.komponenteMalen,METHOD,TankManager$$Tools,TankManager$$Tools,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=komponente|malen,declaring=manager|tank|tools,,package=manager|tank|tools,incoming=0;outgoing=2;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=gruppe|malen|manager|menge|tank|tool|tools|war,name tokens=komponente|malen,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E336,TankManager$$Tools.toolsLaden,METHOD,TankManager$$Tools,TankManager$$Tools,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=laden|tools,declaring=manager|tank|tools,,package=manager|tank|tools,incoming=1;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=add|enemy|manager|tank|tools,name tokens=laden|tools,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E337,TankManager$$Tools.toolInit,METHOD,TankManager$$Tools,TankManager$$Tools,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=init|tool,declaring=manager|tank|tools,,package=manager|tank|tools,incoming=6;outgoing=3;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=beschleunigung|bombe|einfrieren|energie|feuerkraft|laden|manager|mars|menge|tank|tool|tools,name tokens=init|tool,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E338,TankManager$$Tools.addEnemyTank,METHOD,TankManager$$Tools,TankManager$$Tools,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=add|enemy|tank,declaring=manager|tank|tools,,package=manager|tank|tools,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=laden|manager|tank|tools,name tokens=add|enemy|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E339,Tank$$Bombe,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=bombe|tank,,,,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30:IF:9-10;products=TankWar_P5,dependency=tank|tools,name tokens=bombe|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E340,Tank$$Bombe,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=bombe|tank,,,,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30:ELIF:11-13;products=TankWar_P2,,name tokens=bombe|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E341,Tank$$Bombe,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=bombe|tank,,,,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30:ELIF:14-16;products=TankWar_P4,dependency=tank|tools,name tokens=bombe|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E342,Tank$$Bombe.Tank$$Bombe,CONSTRUCTOR,Tank$$Bombe,Tank$$Bombe,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=bombe|tank,declaring=bombe|tank,,package=bombe|tank,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30:IF:6-40;products=TankWar_P2|TankWar_P4|TankWar_P5,,name tokens=bombe|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E343,Tank$$Bombe.toolBehandeln,METHOD,Tank$$Bombe,Tank$$Bombe,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=behandeln|tool,declaring=bombe|tank,,package=bombe|tank,incoming=0;outgoing=6;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30:IF:6-40;products=TankWar_P2|TankWar_P4|TankWar_P5,dependency=base|manager|menge|tank|tank1|tank2|war,name tokens=behandeln|tool,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E344,TankManager$$Mars,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=manager|mars|tank,,,,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31:IF:12-13;products=TankWar_P1|TankWar_P3,,name tokens=manager|mars|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E345,TankManager$$Mars,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=manager|mars|tank,,,,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31:ELIF:14-16;products=TankWar_P2,,name tokens=manager|mars|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E346,TankManager$$Mars.TankManager$$Mars,CONSTRUCTOR,TankManager$$Mars,TankManager$$Mars,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=manager|mars|tank,declaring=manager|mars|tank,,package=manager|mars|tank,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31:IF:6-25;products=TankWar_P1|TankWar_P2|TankWar_P3,,name tokens=manager|mars|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E347,TankManager$$Mars.toolsLaden,METHOD,TankManager$$Mars,TankManager$$Mars,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=laden|tools,declaring=manager|mars|tank,,package=manager|mars|tank,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31:IF:6-25;products=TankWar_P1|TankWar_P2|TankWar_P3,dependency=init|manager|tank|tool|tools,name tokens=laden|tools,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E348,Maler$$einfrieren,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=einfrieren|maler,,,,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:IF:24-26;products=TankWar_P1,dependency=maler|pc,name tokens=einfrieren|maler,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E349,Maler$$einfrieren,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=einfrieren|maler,,,,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:ELIF:27-29;products=TankWar_P3,dependency=beschleunigung|maler,name tokens=einfrieren|maler,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E350,Maler$$einfrieren,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=einfrieren|maler,,,,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:ELIF:30-31;products=TankWar_P2,dependency=beschleunigung|maler,name tokens=einfrieren|maler,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E351,Maler$$einfrieren.Maler$$einfrieren,CONSTRUCTOR,Maler$$einfrieren,Maler$$einfrieren,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=einfrieren|maler,declaring=einfrieren|maler,,package=einfrieren|maler,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:IF:6-40;products=TankWar_P1|TankWar_P2|TankWar_P3,,name tokens=einfrieren|maler,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E352,Maler$$einfrieren.helpItemErstellen,METHOD,Maler$$einfrieren,Maler$$einfrieren,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=erstellen|help|item,declaring=einfrieren|maler,,package=einfrieren|maler,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:IF:6-40;products=TankWar_P1|TankWar_P2|TankWar_P3,dependency=image|load|maler|pc,name tokens=erstellen|help|item,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E353,Tool$$Mars,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=mars|tool,,,,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33:IF:7-8;products=TankWar_P1|TankWar_P3,,name tokens=mars|tool,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E354,Tool$$Mars,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=mars|tool,,,,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33:ELIF:9-10;products=TankWar_P2,,name tokens=mars|tool,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E355,Tool$$Mars.Tool$$Mars,CONSTRUCTOR,Tool$$Mars,Tool$$Mars,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=mars|tool,declaring=mars|tool,,package=mars|tool,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33:IF:6-23;products=TankWar_P1|TankWar_P2|TankWar_P3,,name tokens=mars|tool,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E356,Tool$$Mars.init,METHOD,Tool$$Mars,Tool$$Mars,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=init,declaring=mars|tool,,package=mars|tool,incoming=0;outgoing=2;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33:IF:6-23;products=TankWar_P1|TankWar_P2|TankWar_P3,dependency=koernigkeit|koernigkeit2|manager|tank|war,name tokens=init,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E357,Maler$$Feuerkraft,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=feuerkraft|maler,,,,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:IF:25-26;products=TankWar_P3,,name tokens=feuerkraft|maler,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E358,Maler$$Feuerkraft,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=feuerkraft|maler,,,,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:ELIF:27-28;products=TankWar_P1,,name tokens=feuerkraft|maler,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E359,Maler$$Feuerkraft,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=feuerkraft|maler,,,,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:ELIF:29-30;products=TankWar_P5,,name tokens=feuerkraft|maler,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E360,Maler$$Feuerkraft.Maler$$Feuerkraft,CONSTRUCTOR,Maler$$Feuerkraft,Maler$$Feuerkraft,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=feuerkraft|maler,declaring=feuerkraft|maler,,package=feuerkraft|maler,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:IF:6-39;products=TankWar_P1|TankWar_P3|TankWar_P5,,name tokens=feuerkraft|maler,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E361,Maler$$Feuerkraft.helpItemErstellen,METHOD,Maler$$Feuerkraft,Maler$$Feuerkraft,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=erstellen|help|item,declaring=feuerkraft|maler,,package=feuerkraft|maler,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:IF:6-39;products=TankWar_P1|TankWar_P3|TankWar_P5,dependency=image|load|maler|pc,name tokens=erstellen|help|item,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E362,Maler$$Bombe,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=bombe|maler,,,,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:IF:24-26;products=TankWar_P4|TankWar_P5,dependency=maler|pc,name tokens=bombe|maler,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E363,Maler$$Bombe,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=bombe|maler,,,,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:ELIF:27-28;products=TankWar_P2,,name tokens=bombe|maler,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E364,Maler$$Bombe.Maler$$Bombe,CONSTRUCTOR,Maler$$Bombe,Maler$$Bombe,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=bombe|maler,declaring=bombe|maler,,package=bombe|maler,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:IF:6-37;products=TankWar_P2|TankWar_P4|TankWar_P5,,name tokens=bombe|maler,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E365,Maler$$Bombe.helpItemErstellen,METHOD,Maler$$Bombe,Maler$$Bombe,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=erstellen|help|item,declaring=bombe|maler,,package=bombe|maler,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:IF:6-37;products=TankWar_P2|TankWar_P4|TankWar_P5,dependency=image|load|maler|pc,name tokens=erstellen|help|item,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E366,TankManager$$einfrieren,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=einfrieren|manager|tank,,,,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:IF:12-13;products=TankWar_P1,dependency=manager|tank|tools,name tokens=einfrieren|manager|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E367,TankManager$$einfrieren,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=einfrieren|manager|tank,,,,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:ELIF:14-15;products=TankWar_P3,dependency=beschleunigung|manager|tank,name tokens=einfrieren|manager|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E368,TankManager$$einfrieren,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=einfrieren|manager|tank,,,,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:ELIF:16-18;products=TankWar_P2,dependency=beschleunigung|manager|tank,name tokens=einfrieren|manager|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E369,TankManager$$einfrieren.TankManager$$einfrieren,CONSTRUCTOR,TankManager$$einfrieren,TankManager$$einfrieren,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=einfrieren|manager|tank,declaring=einfrieren|manager|tank,,package=einfrieren|manager|tank,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:IF:6-27;products=TankWar_P1|TankWar_P2|TankWar_P3,,name tokens=einfrieren|manager|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E370,TankManager$$einfrieren.toolsLaden,METHOD,TankManager$$einfrieren,TankManager$$einfrieren,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=laden|tools,declaring=einfrieren|manager|tank,,package=einfrieren|manager|tank,incoming=0;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:IF:6-27;products=TankWar_P1|TankWar_P2|TankWar_P3,dependency=init|manager|tank|tool|tools,name tokens=laden|tools,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E371,Maler$$Mars,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=maler|mars,,,,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37:IF:24-26;products=TankWar_P1|TankWar_P3,,name tokens=maler|mars,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E372,Maler$$Mars,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=maler|mars,,,,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37:ELIF:27-28;products=TankWar_P2,,name tokens=maler|mars,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
